ID,Breed,Image,Path,Width,Height,Xmin,Xmax,Ymin,Ymax
n02102040_7328,english_springer,<PIL.Image.Image image mode=RGB size=140x156 at 0x1E9810AF0D0>,images/Images\n02102040-English_springer\n02102040_7328.jpg,500,375,51,191,77,233
n02102040_735,english_springer,<PIL.Image.Image image mode=RGB size=196x242 at 0x1E98C83F410>,images/Images\n02102040-English_springer\n02102040_735.jpg,400,280,81,277,21,263
n02102040_742,english_springer,<PIL.Image.Image image mode=RGB size=239x250 at 0x1E98C8C0350>,images/Images\n02102040-English_springer\n02102040_742.jpg,500,333,207,446,82,332
n02102040_7484,english_springer,<PIL.Image.Image image mode=RGB size=262x332 at 0x1E98C86F8D0>,images/Images\n02102040-English_springer\n02102040_7484.jpg,500,333,44,306,0,332
n02102040_7555,english_springer,<PIL.Image.Image image mode=RGB size=181x338 at 0x1E98C8ED650>,images/Images\n02102040-English_springer\n02102040_7555.jpg,376,500,99,280,160,498
n02102040_7596,english_springer,<PIL.Image.Image image mode=RGB size=325x353 at 0x1E98C8ED850>,images/Images\n02102040-English_springer\n02102040_7596.jpg,500,375,0,325,21,374
n02102040_763,english_springer,<PIL.Image.Image image mode=RGB size=423x358 at 0x1E98C8EDA50>,images/Images\n02102040-English_springer\n02102040_763.jpg,500,375,1,424,16,374
n02102040_7659,english_springer,<PIL.Image.Image image mode=RGB size=200x217 at 0x1E98C837110>,images/Images\n02102040-English_springer\n02102040_7659.jpg,500,333,209,409,2,219
n02102040_7670,english_springer,<PIL.Image.Image image mode=RGB size=256x211 at 0x1E98C8D4050>,images/Images\n02102040-English_springer\n02102040_7670.jpg,500,358,99,355,76,287
n02102040_7868,english_springer,<PIL.Image.Image image mode=RGB size=328x271 at 0x1E98C834210>,images/Images\n02102040-English_springer\n02102040_7868.jpg,500,333,0,328,61,332
n02102040_7886,english_springer,<PIL.Image.Image image mode=RGB size=235x148 at 0x1E9810BC710>,images/Images\n02102040-English_springer\n02102040_7886.jpg,320,240,71,306,68,216
n02102040_7895,english_springer,<PIL.Image.Image image mode=RGB size=211x356 at 0x1E98C8EE4D0>,images/Images\n02102040-English_springer\n02102040_7895.jpg,500,375,132,343,18,374
n02102040_797,english_springer,<PIL.Image.Image image mode=RGB size=238x328 at 0x1E9810BCB10>,images/Images\n02102040-English_springer\n02102040_797.jpg,394,500,90,328,170,498
n02102040_8210,english_springer,<PIL.Image.Image image mode=RGB size=369x192 at 0x1E98C824D10>,images/Images\n02102040-English_springer\n02102040_8210.jpg,500,375,130,499,113,305
n02102040_825,english_springer,<PIL.Image.Image image mode=RGB size=375x425 at 0x1E98C824F10>,images/Images\n02102040-English_springer\n02102040_825.jpg,500,446,53,428,16,441
n02102040_835,english_springer,<PIL.Image.Image image mode=RGB size=336x423 at 0x1E98C8B5110>,images/Images\n02102040-English_springer\n02102040_835.jpg,357,500,15,351,75,498
n02102040_841,english_springer,<PIL.Image.Image image mode=RGB size=133x244 at 0x1E98C8EEF10>,images/Images\n02102040-English_springer\n02102040_841.jpg,500,377,126,259,131,375
n02102040_8463,english_springer,<PIL.Image.Image image mode=RGB size=237x268 at 0x1E98C825510>,images/Images\n02102040-English_springer\n02102040_8463.jpg,376,500,50,287,147,415
n02102040_858,english_springer,<PIL.Image.Image image mode=RGB size=229x178 at 0x1E98C89D710>,images/Images\n02102040-English_springer\n02102040_858.jpg,300,200,40,269,21,199
n02102040_876,english_springer,<PIL.Image.Image image mode=RGB size=402x297 at 0x1E98C87D910>,images/Images\n02102040-English_springer\n02102040_876.jpg,500,333,84,486,34,331
n02102040_902,english_springer,<PIL.Image.Image image mode=RGB size=340x291 at 0x1E98C87DB10>,images/Images\n02102040-English_springer\n02102040_902.jpg,500,333,159,499,41,332
n02102040_95,english_springer,<PIL.Image.Image image mode=RGB size=115x197 at 0x1E98C8EF950>,images/Images\n02102040-English_springer\n02102040_95.jpg,500,332,261,376,133,330
n02102040_97,english_springer,<PIL.Image.Image image mode=RGB size=248x336 at 0x1E98C8D5F90>,images/Images\n02102040-English_springer\n02102040_97.jpg,333,500,83,331,162,498
n02102040_986,english_springer,<PIL.Image.Image image mode=RGB size=262x253 at 0x1E98C8D6190>,images/Images\n02102040-English_springer\n02102040_986.jpg,500,334,98,360,79,332
n02102040_988,english_springer,<PIL.Image.Image image mode=RGB size=199x460 at 0x1E98C8D6390>,images/Images\n02102040-English_springer\n02102040_988.jpg,333,500,0,199,20,480
n02102040_995,english_springer,<PIL.Image.Image image mode=RGB size=261x235 at 0x1E98C8D6590>,images/Images\n02102040-English_springer\n02102040_995.jpg,500,375,68,329,120,355
n02102177_1022,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=264x308 at 0x1E98C8EFD10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1022.jpg,375,500,31,295,98,406
n02102177_1028,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=346x496 at 0x1E98C8EFF50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1028.jpg,375,500,1,347,2,498
n02102177_1039,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=330x455 at 0x1E98C89CE10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1039.jpg,333,500,1,331,43,498
n02102177_1055,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=300x201 at 0x1E98C8F4790>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1055.jpg,500,375,199,499,129,330
n02102177_108,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=474x442 at 0x1E98C8EEDD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_108.jpg,500,469,17,491,25,467
n02102177_1128,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=584x393 at 0x1E98C89FE10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1128.jpg,800,533,133,717,106,499
n02102177_1160,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=394x338 at 0x1E98C894390>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1160.jpg,500,375,63,457,13,351
n02102177_1175,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=163x165 at 0x1E98C8DFC50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1175.jpg,333,500,146,309,333,498
n02102177_1187,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=476x331 at 0x1E98C8F5590>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1187.jpg,500,333,0,476,1,332
n02102177_1210,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=322x284 at 0x1E98C87C190>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1210.jpg,500,334,0,322,49,333
n02102177_1241,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=497x315 at 0x1E98C806B50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1241.jpg,500,481,1,498,63,378
n02102177_1242,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=469x327 at 0x1E98C8F5A10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1242.jpg,500,333,30,499,5,332
n02102177_1257,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=219x221 at 0x1E98C806FD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1257.jpg,500,334,154,373,47,268
n02102177_1361,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=499x300 at 0x1E98C8EFA10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1361.jpg,500,333,0,499,31,331
n02102177_1386,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=226x266 at 0x1E98C86CE50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1386.jpg,500,375,114,340,57,323
n02102177_1423,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=315x270 at 0x1E98C89FC10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1423.jpg,500,334,73,388,22,292
n02102177_1471,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=219x282 at 0x1E98C87DD10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1471.jpg,500,335,125,344,41,323
n02102177_1472,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=89x142 at 0x1E98C834990>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1472.jpg,500,333,197,286,82,224
n02102177_1476,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=184x247 at 0x1E98C894690>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1476.jpg,500,334,106,290,86,333
n02102177_1509,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=227x194 at 0x1E98C86D050>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1509.jpg,500,375,156,383,72,266
n02102177_1520,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=441x424 at 0x1E98C895290>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1520.jpg,587,480,36,477,54,478
n02102177_1546,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=282x288 at 0x1E98C885450>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1546.jpg,300,393,3,285,76,364
n02102177_1567,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=380x432 at 0x1E98C8F7190>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1567.jpg,500,470,35,415,36,468
n02102177_1643,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=251x270 at 0x1E98C895890>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1643.jpg,500,333,132,383,42,312
n02102177_1681,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=293x425 at 0x1E98C885B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1681.jpg,500,481,122,415,19,444
n02102177_1702,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=275x287 at 0x1E98C8DDCD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1702.jpg,500,392,76,351,36,323
n02102177_1707,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=472x334 at 0x1E98C895E90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1707.jpg,500,375,27,499,7,341
n02102177_1760,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=441x325 at 0x1E9810AE090>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1760.jpg,500,375,58,499,49,374
n02102177_1763,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=336x354 at 0x1E98C86E050>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1763.jpg,500,375,99,435,20,374
n02102177_1798,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=249x311 at 0x1E98C896490>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1798.jpg,500,332,117,366,20,331
n02102177_1833,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=216x348 at 0x1E98C8B6710>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1833.jpg,375,500,0,216,150,498
n02102177_1874,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=166x209 at 0x1E98C8F6B50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1874.jpg,500,375,172,338,72,281
n02102177_1914,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=122x82 at 0x1E98C8EC910>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1914.jpg,156,116,33,155,33,115
n02102177_1922,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=233x382 at 0x1E98C8F7B50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1922.jpg,375,500,12,245,116,498
n02102177_1980,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=235x296 at 0x1E98C8ED310>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1980.jpg,500,434,173,408,101,397
n02102177_1998,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=337x342 at 0x1E98C887050>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1998.jpg,500,375,34,371,32,374
n02102177_1999,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=150x217 at 0x1E98C8DCBD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_1999.jpg,500,375,137,287,98,315
n02102177_2001,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=99x110 at 0x1E98C887450>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2001.jpg,500,332,174,273,63,173
n02102177_2010,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=396x410 at 0x1E98C8DF650>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2010.jpg,500,455,102,498,43,453
n02102177_2018,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=94x102 at 0x1E999765290>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2018.jpg,189,144,30,124,12,114
n02102177_2054,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=452x266 at 0x1E98C887A50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2054.jpg,500,375,36,488,43,309
n02102177_2055,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=260x342 at 0x1E98C89FC50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2055.jpg,500,382,59,319,14,356
n02102177_2056,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=349x280 at 0x1E98C8EFE10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2056.jpg,500,375,56,405,29,309
n02102177_210,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=247x303 at 0x1E98C8B7F10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_210.jpg,500,408,95,342,31,334
n02102177_2148,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=371x495 at 0x1E98C8F7890>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2148.jpg,375,500,2,373,3,498
n02102177_2177,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=286x241 at 0x1E96969C150>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2177.jpg,500,357,103,389,64,305
n02102177_2260,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=193x148 at 0x1E999766090>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2260.jpg,500,333,281,474,96,244
n02102177_2349,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=117x148 at 0x1E98C8DC7D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2349.jpg,500,333,152,269,150,298
n02102177_236,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=248x280 at 0x1E98C8F4990>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_236.jpg,500,375,151,399,45,325
n02102177_2365,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=167x83 at 0x1E98C834B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2365.jpg,500,375,199,366,169,252
n02102177_2388,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=181x216 at 0x1E98C8D4D50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2388.jpg,500,375,137,318,98,314
n02102177_24,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=213x274 at 0x1E98C8F4F50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_24.jpg,500,375,137,350,100,374
n02102177_2405,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=139x190 at 0x1E9810CD150>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2405.jpg,500,350,57,196,53,243
n02102177_2412,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=164x249 at 0x1E98C8D5350>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2412.jpg,500,375,292,456,50,299
n02102177_2426,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=193x250 at 0x1E98C8D5550>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2426.jpg,500,375,107,300,23,273
n02102177_2447,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=412x300 at 0x1E98C8D5750>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2447.jpg,500,375,33,445,0,300
n02102177_2464,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=235x273 at 0x1E96970D990>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2464.jpg,500,375,23,258,73,346
n02102177_248,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=283x366 at 0x1E98C8F5B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_248.jpg,410,500,93,376,75,441
n02102177_2524,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=270x377 at 0x1E9997678D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2524.jpg,500,427,148,418,41,418
n02102177_2532,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=164x203 at 0x1E98C825F50>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2532.jpg,333,500,81,245,132,335
n02102177_2586,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=439x368 at 0x1E98C826150>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2586.jpg,500,409,46,485,29,397
n02102177_2611,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=382x286 at 0x1E98C826350>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2611.jpg,500,375,8,390,13,299
n02102177_2621,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=181x248 at 0x1E98C826550>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2621.jpg,500,375,161,342,73,321
n02102177_2628,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=303x336 at 0x1E999767C90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2628.jpg,500,375,90,393,0,336
n02102177_2631,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=307x389 at 0x1E999766C90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2631.jpg,500,399,108,415,9,398
n02102177_2666,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=429x363 at 0x1E999767490>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2666.jpg,500,429,1,430,64,427
n02102177_2677,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=496x374 at 0x1E98C826D90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2677.jpg,500,375,0,496,0,374
n02102177_2737,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=126x257 at 0x1E98C8D6F90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2737.jpg,500,400,144,270,81,338
n02102177_2755,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=414x237 at 0x1E98C8D7190>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2755.jpg,500,333,1,415,95,332
n02102177_2766,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=172x205 at 0x1E98C8D7390>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2766.jpg,500,334,97,269,128,333
n02102177_2852,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=433x330 at 0x1E99976D150>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2852.jpg,500,333,1,434,2,332
n02102177_2875,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=313x265 at 0x1E98C8DF790>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2875.jpg,500,375,60,373,28,293
n02102177_2891,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=382x319 at 0x1E999766B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2891.jpg,500,374,116,498,53,372
n02102177_2910,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=311x469 at 0x1E98C8D7B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2910.jpg,333,500,20,331,23,492
n02102177_2911,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=324x636 at 0x1E999767590>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2911.jpg,534,800,90,414,112,748
n02102177_2945,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=119x230 at 0x1E99976DB10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_2945.jpg,500,375,218,337,95,325
n02102177_30,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=479x393 at 0x1E999767D90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_30.jpg,500,403,0,479,8,401
n02102177_3032,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=102x103 at 0x1E98C81C110>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3032.jpg,500,333,186,288,118,221
n02102177_3114,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=240x386 at 0x1E999767FD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3114.jpg,375,500,73,313,112,498
n02102177_3142,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=330x486 at 0x1E9997647D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3142.jpg,333,500,1,331,10,496
n02102177_3187,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=238x349 at 0x1E98C8DC9D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3187.jpg,300,433,0,238,82,431
n02102177_3289,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=164x317 at 0x1E99976E710>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3289.jpg,500,375,98,262,37,354
n02102177_3295,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=376x323 at 0x1E98C8F4E10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3295.jpg,500,333,46,422,8,331
n02102177_3371,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=407x252 at 0x1E98C8DD010>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3371.jpg,500,375,92,499,50,302
n02102177_3374,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=94x115 at 0x1E98C89D210>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3374.jpg,320,213,62,156,35,150
n02102177_3377,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=272x432 at 0x1E98C89D410>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3377.jpg,334,500,0,272,66,498
n02102177_3388,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=370x326 at 0x1E98C8DD5D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3388.jpg,500,333,44,414,6,332
n02102177_3438,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=420x369 at 0x1E98C8DD810>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3438.jpg,500,433,29,449,14,383
n02102177_3447,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=366x331 at 0x1E98C8359D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3447.jpg,500,438,47,413,43,374
n02102177_3524,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=372x260 at 0x1E98C835BD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3524.jpg,375,500,1,373,171,431
n02102177_3603,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=253x207 at 0x1E98C8DDDD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3603.jpg,360,270,77,330,29,236
n02102177_3607,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=284x225 at 0x1E98C8DDFD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3607.jpg,500,297,2,286,70,295
n02102177_3639,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=160x82 at 0x1E9810661D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3639.jpg,500,333,143,303,146,228
n02102177_3658,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=131x186 at 0x1E98C8DE3D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3658.jpg,500,333,191,322,57,243
n02102177_3660,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=228x318 at 0x1E99976CBD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3660.jpg,500,375,138,366,55,373
n02102177_368,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=370x233 at 0x1E99976FCD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_368.jpg,500,359,100,470,39,272
n02102177_3686,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=210x226 at 0x1E99976FED0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3686.jpg,225,236,12,222,8,234
n02102177_3710,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=382x330 at 0x1E999778750>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3710.jpg,500,375,116,498,43,373
n02102177_3729,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=453x205 at 0x1E98C89EE10>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3729.jpg,500,333,27,480,75,280
n02102177_3737,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=159x156 at 0x1E98C8DF010>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3737.jpg,175,164,11,170,6,162
n02102177_3875,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=104x82 at 0x1E98C8DF210>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3875.jpg,240,160,18,122,50,132
n02102177_3916,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=291x163 at 0x1E98C8DF410>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3916.jpg,500,333,64,355,118,281
n02102177_3917,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=284x208 at 0x1E98C8DF5D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3917.jpg,500,333,93,377,77,285
n02102177_392,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=340x283 at 0x1E9810CF7D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_392.jpg,500,332,73,413,45,328
n02102177_3928,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=219x167 at 0x1E98C8079D0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3928.jpg,500,334,0,219,139,306
n02102177_3947,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=238x492 at 0x1E98C89FBD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3947.jpg,363,500,71,309,6,498
n02102177_3974,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=80x113 at 0x1E999779990>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3974.jpg,500,333,182,262,111,224
n02102177_3995,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=235x235 at 0x1E999779B90>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_3995.jpg,500,333,120,355,64,299
n02102177_4024,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=276x290 at 0x1E9810AFAD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_4024.jpg,500,333,139,415,42,332
n02102177_408,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=153x170 at 0x1E98C8A8110>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_408.jpg,500,333,183,336,83,253
n02102177_4090,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=172x183 at 0x1E99976FFD0>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_4090.jpg,333,500,127,299,230,413
n02102177_4102,welsh_springer_spaniel,<PIL.Image.Image image mode=RGB size=183x188 at 0x1E98C858810>,images/Images\n02102177-Welsh_springer_spaniel\n02102177_4102.jpg,500,333,138,321,31,219
